Dataset,Duration,Speakers,Overlapping Speech,SNR,File
MSDWild Few,0.682,4,10,7,02176
MSDWild Few,3.927,2,5,5,02535
MSDWild Few,0.603,2,7,8,01197
MSDWild Few,0.455,4,12,2,00737
MSDWild Few,1.089,2,21,7,02864
MSDWild Few,0.346,2,4,12,00215
MSDWild Few,0.472,3,1,6,00762
MSDWild Few,0.337,3,24,2,02974
MSDWild Few,1.976,3,6,10,00169
MSDWild Few,0.418,3,0,3,02778
MSDWild Few,1.017,2,3,16,01943
MSDWild Few,0.39,3,0,28,02891
MSDWild Few,0.471,4,35,0,00949
MSDWild Few,0.996,2,1,39,01378
MSDWild Few,6.909,3,5,17,00018
MSDWild Few,1.547,2,2,17,02364
MSDWild Few,0.568,3,0,18,00298
MSDWild Few,0.451,2,0,17,02374
MSDWild Few,1.002,2,0,18,02589
MSDWild Few,1.137,2,8,11,02265
MSDWild Few,0.53,3,0,2,02465
MSDWild Few,0.431,2,8,10,02663
MSDWild Few,2.695,2,45,2,00897
MSDWild Few,0.88,4,14,3,00099
MSDWild Few,0.404,3,2,16,02629
MSDWild Few,0.538,3,0,9,01320
MSDWild Few,0.539,2,2,8,02532
MSDWild Few,0.78,3,0,4,01763
MSDWild Few,1.57,2,5,18,02316
MSDWild Few,0.459,2,32,10,00604
MSDWild Few,0.63,2,10,13,01855
MSDWild Few,1.035,2,6,10,00282
MSDWild Few,0.682,2,2,42,02942
MSDWild Few,3.024,2,3,37,00585
MSDWild Few,9.4,2,0,1,02508
MSDWild Few,0.35,2,0,2,00980
MSDWild Few,1.206,3,16,10,01989
MSDWild Few,0.668,2,0,23,02035
MSDWild Few,0.422,3,0,9,00888
MSDWild Few,0.775,4,0,7,00743
MSDWild Few,0.438,3,8,8,01424
MSDWild Few,0.358,2,18,4,01874
MSDWild Few,0.512,2,1,4,00572
MSDWild Few,0.336,3,2,5,02944
MSDWild Few,1.381,3,29,2,02897
MSDWild Few,0.362,4,30,11,00235
MSDWild Few,2.933,2,2,25,01487
MSDWild Few,1.628,4,3,8,02021
MSDWild Few,0.543,2,8,6,01520
MSDWild Few,0.408,2,2,11,00190
MSDWild Few,0.852,2,6,31,00942
MSDWild Few,0.82,2,2,13,03135
MSDWild Few,2.311,3,6,6,01087
MSDWild Few,0.958,3,5,24,01827
MSDWild Few,3.631,2,7,16,00573
MSDWild Few,0.676,2,12,12,01825
MSDWild Few,0.51,2,0,5,01912
MSDWild Few,0.543,2,14,10,01700
MSDWild Few,0.679,2,7,5,01172
MSDWild Few,1.442,2,2,28,02314
MSDWild Few,0.341,3,7,17,02736
MSDWild Few,1.214,2,0,7,00341
MSDWild Few,0.824,2,0,43,02093
MSDWild Few,1.179,2,8,16,01170
MSDWild Few,0.737,2,28,1,00200
MSDWild Few,0.739,3,1,10,03078
MSDWild Few,0.844,3,17,2,02605
MSDWild Few,0.524,2,7,14,01617
MSDWild Few,0.461,4,3,9,01731
MSDWild Few,1.201,2,4,8,00660
MSDWild Few,1.324,2,5,20,02227
MSDWild Few,0.844,2,6,5,02564
MSDWild Few,2.693,4,5,12,02153
MSDWild Few,0.459,2,0,18,00329
MSDWild Few,0.354,2,0,4,01672
MSDWild Few,0.372,3,6,9,01321
MSDWild Few,0.402,2,16,2,00972
MSDWild Few,1.075,2,13,12,02823
MSDWild Few,0.366,2,0,14,01198
MSDWild Few,0.55,2,1,44,01599
MSDWild Few,0.415,2,1,40,00246
MSDWild Few,0.359,2,9,6,01195
MSDWild Few,2.472,4,4,17,00804
MSDWild Few,0.432,3,11,6,02596
MSDWild Few,5.521,2,2,13,01859
MSDWild Few,0.641,2,2,7,00133
MSDWild Few,0.4,2,0,9,00302
MSDWild Few,0.918,2,7,-2,02340
MSDWild Few,0.798,2,0,17,01158
MSDWild Few,2.338,3,4,23,01967
MSDWild Few,0.404,4,40,8,02683
MSDWild Few,0.587,4,2,5,01169
MSDWild Few,0.445,3,5,3,03043
MSDWild Few,0.557,3,13,5,02867
MSDWild Few,0.991,2,2,8,01764
MSDWild Few,0.421,3,0,6,01257
MSDWild Few,0.704,3,0,33,00501
MSDWild Few,0.58,4,8,11,01796
MSDWild Few,1.277,2,4,20,00208
MSDWild Few,0.518,3,0,9,02459
MSDWild Few,0.885,2,5,1,00369
MSDWild Few,1.067,3,5,14,00635
MSDWild Few,0.36,2,14,13,01433
MSDWild Few,2.102,4,3,9,01196
MSDWild Few,0.488,2,45,0,02766
MSDWild Few,1.579,3,5,17,02394
MSDWild Few,0.339,2,0,9,01296
MSDWild Few,0.342,2,0,43,00957
MSDWild Few,3.525,4,2,27,00636
MSDWild Few,0.672,2,6,20,02743
MSDWild Few,2.033,2,0,14,00850
MSDWild Few,1.276,2,43,0,01325
MSDWild Few,1.025,2,6,28,02832
MSDWild Few,1.361,3,1,9,02995
MSDWild Few,3.392,2,2,13,01348
MSDWild Few,2.954,2,1,5,01407
MSDWild Few,0.765,4,11,3,00242
MSDWild Few,3.092,2,2,12,01788
MSDWild Few,0.433,3,21,2,01740
MSDWild Few,0.712,3,6,29,02020
MSDWild Few,0.469,2,25,5,02109
MSDWild Few,1.144,3,1,15,01324
MSDWild Few,0.372,3,3,8,02852
MSDWild Few,3.365,3,3,22,01893
MSDWild Few,0.411,2,11,1,01344
MSDWild Few,1.051,3,8,14,03055
MSDWild Few,0.382,3,48,-1,00535
MSDWild Few,0.465,3,3,12,00719
MSDWild Few,5.045,3,10,15,02325
MSDWild Few,0.517,3,25,2,01288
MSDWild Few,0.338,4,7,7,03129
MSDWild Few,5.813,2,1,3,00562
MSDWild Few,1.374,4,12,5,00928
MSDWild Few,0.394,2,0,10,00745
MSDWild Few,0.422,3,28,9,01567
MSDWild Few,0.486,4,20,8,01674
MSDWild Few,1.676,4,4,9,01657
MSDWild Few,1.226,3,3,13,00995
MSDWild Few,0.77,4,32,10,02003
MSDWild Few,1.911,3,4,14,00947
MSDWild Few,4.657,2,12,24,02062
MSDWild Few,6.276,2,7,26,00029
MSDWild Few,0.444,2,18,11,01281
MSDWild Few,0.412,2,5,12,00902
MSDWild Few,0.387,3,0,3,01774
MSDWild Few,0.405,2,0,1,01432
MSDWild Few,12.228,4,10,34,02678
MSDWild Few,0.411,4,49,3,00342
MSDWild Few,1.995,4,13,12,00706
MSDWild Few,0.786,4,11,4,01290
MSDWild Few,0.598,4,25,6,02837
MSDWild Few,0.882,2,2,11,02513
MSDWild Few,0.639,3,2,2,00028
MSDWild Few,0.474,3,15,20,00080
MSDWild Few,0.557,3,8,6,01688
MSDWild Few,1.745,2,7,25,02005
MSDWild Few,2.724,2,1,33,01211
MSDWild Few,0.685,2,1,8,01152
MSDWild Few,0.558,2,10,15,02536
MSDWild Few,0.357,4,10,14,00387
MSDWild Few,0.558,2,10,15,01527
MSDWild Few,14.143,2,3,15,01443
MSDWild Few,0.372,2,10,12,01452
MSDWild Few,0.682,2,1,10,00423
MSDWild Few,0.703,2,3,13,02295
MSDWild Few,2.029,3,5,19,00449
MSDWild Few,0.872,4,13,13,00198
MSDWild Few,1.126,3,2,21,02590
MSDWild Few,0.713,2,5,6,02457
MSDWild Few,0.421,2,0,22,00297
MSDWild Few,0.536,2,4,0,02373
MSDWild Few,1.055,2,0,2,02380
MSDWild Few,2.505,2,8,14,02386
MSDWild Few,2.449,2,1,43,02621
MSDWild Few,0.487,2,15,15,01429
MSDWild Few,0.375,2,5,8,01167
MSDWild Few,0.337,4,25,2,01791
MSDWild Few,0.727,3,5,16,00689
MSDWild Few,0.343,2,8,22,00973
MSDWild Few,0.337,3,27,18,00239
MSDWild Few,0.639,2,13,5,01834
MSDWild Few,0.384,3,9,6,02650
MSDWild Few,0.459,2,6,6,00683
MSDWild Few,9.409,4,2,21,00241
MSDWild Few,0.354,2,0,11,02749
MSDWild Few,1.693,3,6,17,01976
MSDWild Few,5.14,2,3,12,02098
MSDWild Few,0.37,2,0,6,01032
MSDWild Few,0.361,3,0,4,00708
MSDWild Few,0.898,2,0,10,01284
MSDWild Few,0.353,3,7,4,01511
MSDWild Few,0.442,3,22,22,01447
MSDWild Few,0.907,2,1,19,02611
MSDWild Few,1.13,2,32,2,00603
MSDWild Few,0.515,3,0,6,02885
MSDWild Few,0.39,3,0,-1,02221
MSDWild Few,0.343,2,4,16,00386
MSDWild Many,1.362,5,2,2,01691
MSDWild Many,0.431,5,7,3,00746
MSDWild Many,0.657,5,20,15,02130
MSDWild Many,0.938,5,56,7,01036
MSDWild Many,0.418,6,32,-2,01865
MSDWild Many,0.494,5,7,7,01521
MSDWild Many,0.62,5,0,13,00523
MSDWild Many,0.397,5,26,3,01111
MSDWild Many,0.655,5,23,9,01097
MSDWild Many,0.442,5,0,3,00906
MSDWild Many,1.697,6,14,4,02951
MSDWild Many,0.432,5,0,16,00783
MSDWild Many,20.0,6,0,22,00206
MSDWild Many,0.413,5,12,4,01340
MSDWild Many,0.796,5,10,5,01649
MSDWild Many,2.429,8,5,4,01668
MSDWild Many,0.922,9,19,4,00417
MSDWild Many,20.0,9,0,21,01151
MSDWild Many,0.357,5,6,-1,01434
MSDWild Many,1.565,8,16,7,00938
MSDWild Many,0.564,5,11,10,00059
MSDWild Many,0.573,6,14,2,00248
MSDWild Many,1.315,6,12,9,01694
MSDWild Many,0.346,5,10,1,01458
MSDWild Many,0.661,6,4,1,02399
MSDWild Many,0.495,5,14,1,01820
MSDWild Many,0.592,9,11,19,00934
MSDWild Many,0.358,6,39,4,01554
MSDWild Many,0.777,6,0,6,02878
MSDWild Many,1.613,5,1,16,00840
MSDWild Many,1.875,5,11,6,02904
MSDWild Many,0.633,5,4,6,02913
MSDWild Many,0.463,5,15,8,02644
MSDWild Many,0.637,6,28,-2,00471
MSDWild Many,0.373,5,31,3,02709
MSDWild Many,1.045,8,6,8,02443
MSDWild Many,0.491,7,36,7,02250
MSDWild Many,0.428,5,0,5,01012
MSDWild Many,0.47,7,12,5,02895
MSDWild Many,1.031,5,7,4,00727
MSDWild Many,0.576,5,2,9,01559
MSDWild Many,0.621,5,28,8,00776
MSDWild Many,0.557,5,5,14,00600
MSDWild Many,0.935,5,1,5,00430
MSDWild Many,1.031,9,4,1,01368
MSDWild Many,0.419,7,53,0,01768
MSDWild Many,0.569,5,4,8,01112
MSDWild Many,1.061,4,5,3,01003
MSDWild Many,0.595,5,9,8,00443
MSDWild Many,1.656,5,9,5,01242
MSDWild Many,0.351,6,0,-2,00678
MSDWild Many,5.171,5,0,12,02243
MSDWild Many,1.541,5,0,-2,00919
MSDWild Many,13.889,5,0,11,01065
MSDWild Many,0.74,5,6,2,00170
MSDWild Many,0.374,6,37,3,00823
MSDWild Many,1.012,5,12,18,03141
MSDWild Many,0.546,5,0,-1,01663
MSDWild Many,0.417,7,45,3,00162
MSDWild Many,0.589,5,9,13,00269
MSDWild Many,1.036,7,10,4,03047
MSDWild Many,0.342,6,0,10,01261
MSDWild Many,0.719,5,18,4,02258
MSDWild Many,1.6,5,25,2,01067
MSDWild Many,0.44,5,37,-2,02870
MSDWild Many,0.436,7,39,4,00179
MSDWild Many,0.371,7,13,3,02795
MSDWild Many,0.623,5,10,-2,00939
MSDWild Many,3.047,5,3,20,01616
MSDWild Many,0.373,5,26,5,00131
MSDWild Many,0.471,6,12,4,01803
MSDWild Many,0.509,5,8,15,00820
MSDWild Many,1.855,5,15,5,01955
MSDWild Many,0.389,8,30,10,00692
MSDWild Many,1.471,5,8,9,03031
MSDWild Many,2.825,5,14,11,02541
MSDWild Many,2.293,6,17,14,01703
MSDWild Many,0.676,5,13,4,00760
MSDWild Many,0.54,5,14,16,00128
MSDWild Many,0.977,9,7,10,03010
MSDWild Many,0.766,5,2,2,01166
MSDWild Many,0.646,7,17,3,02584
MSDWild Many,0.389,5,57,-3,00554
MSDWild Many,0.409,7,32,6,02116
MSDWild Many,1.517,5,7,13,01104
MSDWild Many,0.367,6,4,8,00025
MSDWild Many,1.22,5,22,7,02752
MSDWild Many,0.922,5,12,7,01337
MSDWild Many,0.543,5,10,8,02790
MSDWild Many,0.437,4,6,2,00780
MSDWild Many,1.036,9,5,7,02552
MSDWild Many,0.567,5,23,5,00429
MSDWild Many,0.505,9,14,6,00008
MSDWild Many,0.765,5,11,2,00663
MSDWild Many,1.085,5,12,4,02289
MSDWild Many,1.468,6,9,5,02144
MSDWild Many,0.335,6,7,14,01461
MSDWild Many,0.69,5,25,1,02071
MSDWild Many,4.607,7,10,5,02441
MSDWild Many,0.885,6,22,3,02707
MSDWild Many,1.246,5,10,0,00841
MSDWild Many,1.604,8,11,9,01118
MSDWild Many,0.588,5,0,7,01253
MSDWild Many,1.407,5,0,15,00392
MSDWild Many,0.595,6,6,13,01011
MSDWild Many,0.382,9,6,7,01935
MSDWild Many,0.38,5,7,7,01008
MSDWild Many,0.377,8,28,5,00055
MSDWild Many,0.966,7,11,9,00978
MSDWild Many,0.591,5,13,14,02737
MSDWild Many,1.766,6,52,9,02808
MSDWild Many,0.363,5,0,-1,00070
MSDWild Many,0.417,5,6,7,00990
MSDWild Many,1.008,5,14,4,01662
MSDWild Many,0.99,6,9,3,02409
MSDWild Many,2.621,5,5,3,02040
MSDWild Many,0.607,6,3,13,01497
MSDWild Many,0.44,4,8,13,01219
MSDWild Many,0.892,7,15,-1,02311
MSDWild Many,0.374,5,37,3,01068
MSDWild Many,0.853,5,6,4,01997
MSDWild Many,1.206,5,2,4,02329
MSDWild Many,1.528,5,0,-2,00714
MSDWild Many,0.642,5,18,1,01345
MSDWild Many,1.968,5,7,15,02868
MSDWild Many,1.18,5,10,-1,00077
MSDWild Many,0.921,5,10,10,01596
MSDWild Many,12.076,7,4,6,02341
MSDWild Many,0.459,6,9,7,00004
MSDWild Many,4.658,7,14,15,00927
MSDWild Many,0.962,8,51,4,02162
MSDWild Many,0.471,5,63,-2,01771
MSDWild Many,3.489,5,12,9,01265
MSDWild Many,0.371,6,13,3,02436
MSDWild Many,0.824,4,2,12,00340
MSDWild Many,0.359,8,11,3,00254
MSDWild Many,1.156,5,11,5,02646
MSDWild Many,1.259,5,5,7,01580
MSDWild Many,0.89,5,8,-1,02846
MSDWild Many,0.694,5,37,1,02239
MSDWild Many,1.25,5,8,9,00769
MSDWild Many,0.349,7,5,5,00656
MSDWild Many,0.37,6,4,6,02418
MSDWild Many,1.664,5,1,23,02825
MSDWild Many,1.953,6,23,12,00548
MSDWild Many,0.715,10,19,2,00877
MSDWild Many,2.373,6,3,7,00646
MSDWild Many,0.494,9,2,15,01267
MSDWild Many,0.39,6,39,14,00777
MSDWild Many,2.046,5,4,22,00721
MSDWild Many,0.824,5,10,3,00616
MSDWild Many,0.372,8,43,1,02242
MSDWild Many,0.55,5,3,12,03114
MSDWild Many,0.661,5,12,7,01039
MSDWild Many,0.687,5,0,25,01491
MSDWild Many,1.224,5,10,11,01372
MSDWild Many,0.436,7,39,4,02446
MSDWild Many,4.771,5,0,-3,02404
MSDWild Many,1.765,6,9,1,02497
MSDWild Many,0.617,6,18,4,00935
MSDWild Many,0.576,6,0,4,01793
MSDWild Many,0.517,9,0,2,00398
MSDWild Many,1.089,9,14,0,02209
MSDWild Many,0.389,5,9,5,00913
MSDWild Many,0.527,5,0,15,02339
MSDWild Many,0.959,5,13,6,01984
MSDWild Many,0.675,6,9,-1,01954
MSDWild Many,0.956,7,15,3,03020
MSDWild Many,13.854,5,3,12,00884
MSDWild Many,2.206,5,11,10,00816
MSDWild Many,0.404,8,50,-1,02260
MSDWild Many,0.406,3,32,2,02712
