Dataset,Duration,Speakers,Overlapping Speech,SNR,File
MSD Few,1.374,4,12,5,00928
MSD Few,2.505,2,8,14,02386
MSD Few,0.341,3,7,17,02736
MSD Few,0.392,2,2,15,00954
MSD Few,0.834,3,2,34,00631
MSD Few,1.033,4,25,13,00250
MSD Few,1.764,3,14,6,01548
MSD Few,0.55,2,1,44,01599
MSD Few,0.343,2,8,22,02866
MSD Few,1.214,2,0,7,00341
MSD Few,0.682,2,2,42,02942
MSD Few,0.459,2,32,10,00604
MSD Few,0.77,2,3,9,01385
MSD Few,1.13,2,32,2,00603
MSD Few,0.69,2,1,11,01092
MSD Few,0.682,4,10,7,02187
MSD Few,0.824,2,5,30,02994
MSD Few,1.056,3,13,7,02241
MSD Few,0.418,3,0,3,02778
MSD Few,0.361,2,0,6,03138
MSD Few,0.409,3,6,10,02319
MSD Few,0.541,3,11,11,02365
MSD Few,0.375,2,5,8,01167
MSD Few,0.474,3,15,20,00080
MSD Few,0.644,3,0,10,02189
MSD Few,0.591,2,21,5,00493
MSD Few,0.806,3,1,15,01450
MSD Few,0.404,4,40,8,02683
MSD Few,0.58,4,8,11,01796
MSD Few,0.432,2,3,13,01031
MSD Few,0.587,4,2,5,01169
MSD Few,0.464,2,6,6,01457
MSD Few,0.676,2,12,12,01825
MSD Few,0.433,2,3,6,02123
MSD Few,0.337,4,25,2,01791
MSD Few,0.433,3,21,2,01740
MSD Few,0.372,3,6,9,01321
MSD Few,5.521,2,1,13,01859
MSD Few,0.404,3,2,16,02629
MSD Few,0.575,2,0,13,01888
MSD Few,0.336,2,0,41,01664
MSD Few,0.535,3,0,6,00428
MSD Few,0.411,3,0,11,01330
MSD Few,0.412,2,5,12,00902
MSD Few,0.639,2,13,5,01834
MSD Few,0.775,4,0,7,00743
MSD Few,1.023,3,11,16,02301
MSD Few,0.739,3,1,10,03078
MSD Few,0.365,2,4,36,01899
MSD Few,0.416,2,3,7,01848
MSD Few,22.008,2,5,21,02470
MSD Few,3.377,4,3,16,02802
MSD Few,0.354,2,0,4,01672
MSD Few,0.749,2,0,18,00979
MSD Few,3.092,2,2,12,01178
MSD Few,1.073,2,0,30,01441
MSD Few,1.201,2,4,8,00660
MSD Few,1.136,2,1,15,02135
MSD Few,0.474,2,2,11,02692
MSD Few,0.338,4,7,7,03129
MSD Few,6.402,3,4,20,02631
MSD Few,0.476,3,26,30,02985
MSD Few,0.36,2,14,13,01433
MSD Few,1.335,3,3,22,02147
MSD Few,0.458,2,3,5,00882
MSD Few,0.919,3,8,7,00091
MSD Few,0.451,2,0,17,02374
MSD Few,0.343,2,4,16,00386
MSD Few,0.788,2,1,4,02405
MSD Few,0.676,2,13,12,01607
MSD Few,0.536,2,4,0,02373
MSD Few,0.382,2,0,6,01266
MSD Few,1.053,3,8,8,01499
MSD Few,1.277,2,4,20,00208
MSD Few,1.4,2,3,7,00669
MSD Few,1.38,3,2,17,01342
MSD Few,0.359,2,8,6,01195
MSD Few,0.469,2,25,5,02109
MSD Few,0.517,2,5,11,00778
MSD Few,2.175,2,2,20,00994
MSD Few,9.409,4,2,21,00241
MSD Few,0.586,4,19,9,02262
MSD Few,0.445,3,5,3,03043
MSD Few,0.338,2,12,9,01228
MSD Few,0.471,2,5,13,00180
MSD Few,0.415,2,1,40,00246
MSD Few,0.358,2,18,4,01874
MSD Few,0.882,2,2,11,02513
MSD Few,1.137,2,8,11,02265
MSD Few,0.43,3,9,4,01370
MSD Few,0.421,2,0,22,00297
MSD Few,0.852,2,6,31,00942
MSD Few,12.228,4,10,34,02678
MSD Few,0.684,2,5,10,01226
MSD Few,0.598,4,25,6,02837
MSD Few,0.78,3,0,4,01763
MSD Few,0.461,4,4,18,00233
MSD Few,0.459,2,6,6,00683
MSD Few,0.991,2,2,8,01764
MSD Few,1.068,2,4,40,01136
MSD Few,1.295,2,0,32,02830
MSD Few,1.463,2,1,8,00677
MSD Few,0.361,4,1,14,03014
MSD Few,0.538,3,0,9,01320
MSD Few,2.933,2,2,25,01487
MSD Few,0.457,2,0,3,00560
MSD Few,0.347,2,0,5,02869
MSD Few,0.492,3,10,1,02249
MSD Few,0.456,3,4,13,00332
MSD Few,0.387,4,21,12,00785
MSD Few,1.57,2,5,18,02316
MSD Few,0.62,3,0,10,02544
MSD Few,0.471,3,28,12,02595
MSD Few,2.392,2,9,13,00567
MSD Few,0.42,3,16,20,01327
MSD Few,1.647,2,3,14,01509
MSD Few,0.558,2,10,15,02536
MSD Few,0.336,3,2,5,02944
MSD Few,2.449,2,1,43,02621
MSD Few,1.361,3,1,9,02995
MSD Few,0.778,2,0,46,01909
MSD Few,0.889,2,6,5,01329
MSD Few,1.547,2,2,17,02364
MSD Few,0.719,2,0,5,00431
MSD Few,0.557,3,20,9,00347
MSD Few,2.704,2,1,14,02412
MSD Few,0.524,2,7,14,01617
MSD Few,0.515,2,93,-2,00844
MSD Few,0.467,2,2,25,01500
MSD Few,0.557,3,13,5,02867
MSD Few,0.405,3,4,20,02074
MSD Few,0.438,3,8,8,01424
MSD Few,0.704,2,3,2,02150
MSD Few,0.382,2,0,31,02469
MSD Few,0.372,3,4,8,02852
MSD Few,0.553,3,3,5,02883
MSD Few,0.492,2,0,14,01070
MSD Few,1.4,4,4,6,02976
MSD Few,0.536,2,4,20,01549
MSD Few,0.349,2,3,24,03054
MSD Few,0.408,2,3,11,00190
MSD Few,1.651,2,0,0,02971
MSD Few,0.557,3,8,6,01688
MSD Few,0.784,4,0,0,03028
MSD Few,1.055,2,0,2,02380
MSD Few,1.636,2,0,20,01182
MSD Few,0.703,2,10,5,01418
MSD Few,8.651,2,0,31,01540
MSD Few,2.472,4,4,17,00804
MSD Few,0.487,3,12,6,01236
MSD Few,1.676,4,4,9,01657
MSD Few,0.759,4,0,6,00017
MSD Few,0.641,2,2,7,00133
MSD Few,1.46,4,8,9,00645
MSD Few,1.265,4,23,9,02110
MSD Few,0.84,3,8,7,00583
MSD Few,0.846,4,14,13,00134
MSD Few,0.387,3,0,3,01774
MSD Few,0.465,2,0,0,01002
MSD Few,0.895,3,16,7,01998
MSD Few,0.713,4,5,7,02978
MSD Few,0.345,2,1,4,02452
MSD Few,1.206,3,16,10,01989
MSD Few,0.631,2,0,1,02567
MSD Few,1.141,2,5,13,00682
MSD Few,0.873,4,11,11,02785
MSD Few,1.459,3,16,8,01137
MSD Few,0.996,2,1,39,01378
MSD Few,4.014,3,1,29,01719
MSD Few,0.471,4,17,6,02753
MSD Few,0.375,3,9,30,02025
MSD Few,1.692,2,4,10,00770
MSD Few,2.718,2,3,28,01697
MSD Few,0.338,3,0,10,00628
MSD Few,0.568,3,0,18,00298
MSD Few,0.362,4,30,11,00235
MSD Few,1.056,4,7,15,02677
MSD Few,0.348,4,8,13,01229
MSD Few,1.485,2,0,13,02960
MSD Few,2.954,2,1,5,01407
MSD Few,0.723,2,14,20,01875
MSD Few,0.844,3,17,2,02605
MSD Few,0.538,2,1,6,01980
MSD Few,0.918,2,7,-2,02340
MSD Few,0.927,2,5,2,02057
MSD Few,0.343,2,6,15,01951
MSD Few,0.898,2,0,10,01284
MSD Few,0.357,4,15,10,02218
MSD Few,0.568,2,0,13,00073
MSD Few,1.147,2,1,13,02081
MSD Few,0.368,2,1,14,00705
MSD Few,0.91,2,0,11,02515
MSD Few,0.966,2,5,28,02967
MSD Few,0.415,2,0,21,00240
MSD Few,1.226,3,3,13,00995
MSD Few,0.353,3,7,4,01511
MSD Few,1.179,2,8,16,01170
MSD Few,0.495,2,0,16,00427
MSD Few,0.622,2,17,1,00668
MSD Few,0.344,2,11,32,02019
MSD Few,1.153,2,0,9,02190
MSD Few,0.345,3,3,43,01392
MSD Few,0.815,2,2,13,00614
MSD Few,1.56,3,35,1,02768
MSD Few,0.911,2,9,17,01725
MSD Few,0.402,2,7,7,03070
MSD Few,0.411,2,11,1,01344
MSD Few,0.404,2,3,10,02984
MSD Few,0.405,2,0,1,01432
MSD Few,4.657,2,12,24,02062
MSD Few,0.422,3,33,9,00090
MSD Few,0.455,4,12,2,00737
MSD Few,0.819,2,0,4,00852
MSD Few,0.357,4,10,14,00387
MSD Few,3.092,2,2,12,01788
MSD Few,0.394,2,0,10,00745
MSD Few,0.488,2,45,0,02766
MSD Few,0.737,2,28,1,00200
MSD Few,0.832,2,8,14,02693
MSD Few,0.88,4,14,3,00099
MSD Few,0.587,4,2,5,00571
MSD Few,0.442,3,23,23,01447
MSD Few,0.353,2,3,9,00666
MSD Few,0.486,4,20,8,01674
MSD Many,2.206,5,11,10,00816
MSD Many,1.315,6,12,9,01694
MSD Many,0.471,6,12,4,01803
MSD Many,0.617,6,18,4,00935
MSD Many,0.363,5,0,-1,00070
MSD Many,0.959,5,13,6,01984
MSD Many,1.855,5,15,5,01955
MSD Many,0.54,5,14,16,00128
MSD Many,0.419,7,53,0,01768
MSD Many,0.404,8,50,-1,02260
MSD Many,13.889,5,0,11,01065
MSD Many,1.224,5,10,11,01372
MSD Many,1.18,5,10,-1,00077
MSD Many,0.413,5,12,4,01340
MSD Many,1.697,6,14,4,02951
MSD Many,0.99,6,9,3,02409
MSD Many,1.156,5,11,5,02646
MSD Many,0.657,5,21,15,02130
MSD Many,0.431,5,7,3,00746
MSD Many,0.374,6,37,3,00823
MSD Many,0.436,7,39,4,00179
MSD Many,0.495,5,14,1,01820
MSD Many,0.977,9,7,10,03010
MSD Many,0.576,6,0,4,01793
MSD Many,0.37,6,4,6,02418
MSD Many,0.589,5,9,13,00269
MSD Many,1.407,5,0,15,00392
MSD Many,1.012,5,12,18,03141
MSD Many,0.74,5,6,2,00170
MSD Many,0.655,5,23,9,01097
MSD Many,2.429,8,5,4,01668
MSD Many,5.171,5,0,12,02243
MSD Many,1.613,5,1,16,00840
MSD Many,0.62,5,0,13,00523
MSD Many,0.38,5,7,7,01008
MSD Many,0.407,6,39,10,01247
MSD Many,1.206,5,2,4,02329
MSD Many,0.543,5,10,8,02790
MSD Many,2.373,6,3,7,00646
MSD Many,0.442,5,0,3,00906
MSD Many,0.765,5,11,2,00663
MSD Many,3.489,5,11,9,01265
MSD Many,1.766,6,52,9,02808
MSD Many,0.44,4,8,13,01219
MSD Many,0.824,5,10,3,00616
MSD Many,1.468,6,9,5,02144
MSD Many,0.417,5,6,7,00990
MSD Many,1.036,7,10,4,03047
MSD Many,0.922,9,19,4,00417
MSD Many,0.89,5,8,-1,02846
MSD Many,0.494,5,7,7,01521
MSD Many,0.675,6,9,-1,01954
MSD Many,1.953,6,24,12,00548
MSD Many,0.527,5,0,15,02339
MSD Many,0.595,6,6,13,01011
MSD Many,0.592,9,11,19,00934
MSD Many,4.607,7,10,5,02441
MSD Many,0.358,6,39,4,01554
MSD Many,0.459,6,7,7,00004
MSD Many,1.765,6,9,1,02497
MSD Many,0.436,7,39,4,02446
MSD Many,0.349,7,5,5,00656
MSD Many,1.664,5,1,23,02825
MSD Many,0.373,5,26,5,00131
MSD Many,0.471,5,63,-2,01771
MSD Many,0.335,6,7,14,01461
MSD Many,0.491,5,1,18,00401
MSD Many,2.293,6,17,14,01703
MSD Many,0.359,8,11,3,00254
MSD Many,20.0,9,0,21,01151
MSD Many,0.557,5,5,14,00600
MSD Many,0.372,8,43,1,02242
MSD Many,1.604,8,11,9,01118
MSD Many,1.541,5,0,-2,00919
MSD Many,1.246,5,10,0,00841
MSD Many,0.885,6,22,3,02707
MSD Many,0.69,5,25,1,02071
MSD Many,0.694,5,37,1,02239
MSD Many,0.377,8,28,5,00055
MSD Many,2.825,5,14,11,02541
MSD Many,0.437,4,6,2,00780
MSD Many,0.397,5,26,3,01111
MSD Many,0.694,7,8,9,01744
MSD Many,0.373,5,31,3,02709
MSD Many,0.389,5,57,-3,00554
MSD Many,0.389,8,30,10,00692
MSD Many,0.956,7,15,3,03020
MSD Many,0.409,7,32,6,02116
MSD Many,1.061,4,5,3,01003
MSD Many,1.031,9,4,1,01368
MSD Many,0.371,7,13,3,02795
MSD Many,0.676,5,13,4,00760
MSD Many,0.418,6,32,-2,01865
MSD Many,0.715,10,19,2,00877
MSD Many,2.621,5,5,3,02040
MSD Many,1.656,5,10,5,01242
MSD Many,0.853,5,6,4,01997
MSD Many,1.25,5,8,9,00769
MSD Many,0.351,6,0,-2,00678
MSD Many,3.047,5,3,20,01616
MSD Many,1.399,8,10,11,02180
MSD Many,0.935,5,0,5,00430
MSD Many,1.031,5,7,4,00727
MSD Many,0.546,5,0,-1,01663
MSD Many,0.938,5,56,7,01036
MSD Many,0.389,5,10,5,00913
MSD Many,1.968,5,7,15,02868
MSD Many,0.432,5,0,16,00783
MSD Many,0.569,5,4,8,01112
MSD Many,0.463,5,16,8,02644
MSD Many,0.607,6,3,13,01497
MSD Many,20.0,6,0,22,00206
MSD Many,1.517,5,7,13,01104
MSD Many,0.922,5,12,7,01337
MSD Many,0.491,7,36,7,02250
MSD Many,0.642,5,18,1,01345
MSD Many,0.44,5,37,-3,02870
MSD Many,0.342,6,0,10,01261
MSD Many,0.406,3,32,2,02712
MSD Many,0.357,5,6,-1,01434
MSD Many,0.588,5,0,7,01253
MSD Many,0.623,5,10,-2,00939
MSD Many,0.576,5,2,9,01559
MSD Many,0.796,5,10,5,01649
MSD Many,1.6,5,25,2,01067
MSD Many,12.076,7,4,6,02341
MSD Many,1.22,5,22,7,02752
MSD Many,0.573,6,13,2,00248
MSD Many,0.633,5,5,6,02913
MSD Many,0.661,6,4,1,02399
MSD Many,0.428,5,0,5,01012
MSD Many,1.471,5,8,9,03031
MSD Many,1.362,5,2,2,01691
MSD Many,0.621,5,28,8,00776
MSD Many,0.564,5,11,10,00059
MSD Many,0.367,6,4,8,00025
MSD Many,0.892,7,15,-1,02311
MSD Many,1.008,5,14,4,01662
MSD Many,0.595,5,9,8,00443
MSD Many,0.517,9,0,2,00398
MSD Many,0.766,5,2,2,01166
MSD Many,0.346,5,9,1,01458
MSD Many,0.661,5,12,7,01039
MSD Many,0.824,4,2,12,00340
MSD Many,2.046,5,4,22,00721
MSD Many,1.528,5,0,-2,00714
MSD Many,0.591,5,13,14,02737
MSD Many,0.962,8,51,4,02162
MSD Many,1.089,9,14,0,02209
MSD Many,4.658,7,14,15,00927
MSD Many,1.875,5,11,6,02904
MSD Many,0.382,9,6,7,01935
MSD Many,0.921,5,11,10,01596
MSD Many,0.637,6,28,-2,00471
MSD Many,0.558,6,22,8,01641
MSD Many,0.55,5,3,12,03114
MSD Many,0.39,6,42,14,00777
MSD Many,1.045,8,6,8,02443
MSD Many,1.259,5,5,7,01580
MSD Many,0.374,5,37,3,01068
MSD Many,0.505,9,14,6,00008
MSD Many,0.47,7,12,5,02895
MSD Many,0.371,6,13,3,02436
MSD Many,1.565,8,16,7,00938
MSD Many,4.771,5,0,-3,02404
MSD Many,13.854,5,3,12,00884
MSD Many,0.494,9,2,15,01267
MSD Many,0.417,7,45,3,00162
MSD Many,0.509,5,8,15,00820
MSD Many,0.966,7,11,9,00978
MSD Many,0.687,5,0,25,01491
MSD Many,0.646,7,17,3,02584
MSD Many,0.777,6,0,6,02878
MSD Many,0.567,5,23,5,00429
MSD Many,1.036,9,5,7,02552
MSD Many,0.719,5,18,4,02258
MSD Many,1.085,5,12,4,02289
