Dataset,Duration,Speakers,Overlapping Speech,SNR,File
RAMC,31.574,3,1,38,CTS-CN-F2F-2019-11-15-53
RAMC,32.045,3,3,31,CTS-CN-F2F-2019-11-15-724
RAMC,32.013,3,0,25,CTS-CN-F2F-2019-11-15-1268
RAMC,31.129,3,3,14,CTS-CN-F2F-2019-11-15-433
RAMC,30.674,3,2,20,CTS-CN-F2F-2019-11-15-394
RAMC,31.007,3,0,26,CTS-CN-F2F-2019-11-15-1027
RAMC,31.187,3,0,37,CTS-CN-F2F-2019-11-15-342
RAMC,32.099,3,6,27,CTS-CN-F2F-2019-11-15-434
RAMC,31.023,3,1,43,CTS-CN-F2F-2019-11-15-1337
RAMC,30.038,3,1,34,CTS-CN-F2F-2019-11-15-1213
RAMC,31.633,3,0,22,CTS-CN-F2F-2019-11-15-266
RAMC,31.995,2,0,33,CTS-CN-F2F-2019-11-15-873
RAMC,30.925,3,0,41,CTS-CN-F2F-2019-11-15-401
RAMC,31.724,3,3,31,CTS-CN-F2F-2019-11-15-138
RAMC,30.022,3,0,40,CTS-CN-F2F-2019-11-15-559
RAMC,29.985,3,3,30,CTS-CN-F2F-2019-11-15-1131
RAMC,15.075,3,0,13,CTS-CN-F2F-2019-11-11-716
RAMC,31.009,3,0,33,CTS-CN-F2F-2019-11-15-144
RAMC,30.95,3,0,32,CTS-CN-F2F-2019-11-15-282
RAMC,31.596,3,1,25,CTS-CN-F2F-2019-11-15-525
RAMC,31.596,3,0,24,CTS-CN-F2F-2019-11-15-808
RAMC,32.022,3,3,29,CTS-CN-F2F-2019-11-15-254
RAMC,31.696,3,0,36,CTS-CN-F2F-2019-11-15-522
RAMC,32.036,3,1,29,CTS-CN-F2F-2019-11-15-285
RAMC,31.631,3,0,49,CTS-CN-F2F-2019-11-15-370
RAMC,31.02,3,0,39,CTS-CN-F2F-2019-11-15-649
RAMC,31.994,3,1,36,CTS-CN-F2F-2019-11-15-1473
RAMC,30.03,3,1,19,CTS-CN-F2F-2019-11-15-68
RAMC,32.041,3,0,33,CTS-CN-F2F-2019-11-15-1401
RAMC,31.198,3,3,30,CTS-CN-F2F-2019-11-15-1144
RAMC,31.268,3,2,19,CTS-CN-F2F-2019-11-15-408
RAMC,31.871,3,1,25,CTS-CN-F2F-2019-11-15-1282
RAMC,31.089,3,1,18,CTS-CN-F2F-2019-11-15-226
RAMC,31.229,3,2,28,CTS-CN-F2F-2019-11-15-1143
RAMC,30.128,3,0,30,CTS-CN-F2F-2019-11-15-934
RAMC,31.131,3,1,38,CTS-CN-F2F-2019-11-15-546
RAMC,30.151,3,0,33,CTS-CN-F2F-2019-11-15-597
RAMC,31.052,3,0,41,CTS-CN-F2F-2019-11-15-1245
RAMC,32.13,3,3,34,CTS-CN-F2F-2019-11-15-1361
RAMC,31.95,3,2,24,CTS-CN-F2F-2019-11-15-314
RAMC,32.057,3,1,25,CTS-CN-F2F-2019-11-15-1366
RAMC,31.043,3,0,28,CTS-CN-F2F-2019-11-15-1129
RAMC,30.532,3,0,42,CTS-CN-F2F-2019-11-15-687
RAMC,30.191,3,1,32,CTS-CN-F2F-2019-11-15-933
RAMC,32.031,3,0,35,CTS-CN-F2F-2019-11-15-3
RAMC,31.057,3,0,40,CTS-CN-F2F-2019-11-15-1155
RAMC,31.078,3,0,38,CTS-CN-F2F-2019-11-15-533
RAMC,25.26,3,1,35,CTS-CN-F2F-2019-11-15-1368
RAMC,30.92,3,0,23,CTS-CN-F2F-2019-11-15-245
RAMC,32.345,3,2,28,CTS-CN-F2F-2019-11-15-990
RAMC,30.478,3,0,56,CTS-CN-F2F-2019-11-15-77
RAMC,30.198,3,4,27,CTS-CN-F2F-2019-11-15-239
RAMC,30.231,3,3,32,CTS-CN-F2F-2019-11-15-865
RAMC,30.47,3,0,27,CTS-CN-F2F-2019-11-15-548
RAMC,30.605,3,1,26,CTS-CN-F2F-2019-11-15-707
RAMC,31.138,3,0,45,CTS-CN-F2F-2019-11-15-862
RAMC,32.316,3,0,58,CTS-CN-F2F-2019-11-15-946
RAMC,30.996,3,0,32,CTS-CN-F2F-2019-11-15-39
RAMC,31.411,3,1,13,CTS-CN-F2F-2019-11-15-382
RAMC,30.213,3,2,26,CTS-CN-F2F-2019-11-15-1169
RAMC,30.168,3,3,26,CTS-CN-F2F-2019-11-15-886
RAMC,32.029,3,1,27,CTS-CN-F2F-2019-11-15-616
RAMC,31.063,3,5,24,CTS-CN-F2F-2019-11-15-45
RAMC,31.966,3,2,33,CTS-CN-F2F-2019-11-15-973
RAMC,31.081,3,1,33,CTS-CN-F2F-2019-11-15-501
RAMC,31.645,3,3,30,CTS-CN-F2F-2019-11-15-94
RAMC,31.045,3,1,35,CTS-CN-F2F-2019-11-15-160
RAMC,31.084,3,4,19,CTS-CN-F2F-2019-11-15-459
RAMC,32.012,3,0,29,CTS-CN-F2F-2019-11-15-270
RAMC,31.125,3,0,21,CTS-CN-F2F-2019-11-15-506
RAMC,30.115,3,4,19,CTS-CN-F2F-2019-11-15-798
RAMC,31.042,3,0,26,CTS-CN-F2F-2019-11-15-1279
RAMC,30.735,3,0,20,CTS-CN-F2F-2019-11-15-508
RAMC,30.483,3,2,33,CTS-CN-F2F-2019-11-15-822
RAMC,31.297,3,1,41,CTS-CN-F2F-2019-11-15-747
RAMC,31.103,3,4,25,CTS-CN-F2F-2019-11-15-202
RAMC,30.13,3,4,33,CTS-CN-F2F-2019-11-15-574
RAMC,29.976,3,1,29,CTS-CN-F2F-2019-11-15-906
RAMC,31.19,3,0,29,CTS-CN-F2F-2019-11-15-37
RAMC,31.007,3,0,37,CTS-CN-F2F-2019-11-15-664
RAMC,30.214,3,1,21,CTS-CN-F2F-2019-11-15-205
RAMC,31.74,3,2,25,CTS-CN-F2F-2019-11-15-859
RAMC,30.13,3,4,18,CTS-CN-F2F-2019-11-15-888
RAMC,31.047,3,0,27,CTS-CN-F2F-2019-11-15-1270
RAMC,30.358,3,0,38,CTS-CN-F2F-2019-11-15-618
RAMC,31.497,3,1,40,CTS-CN-F2F-2019-11-15-1385
RAMC,31.04,3,0,25,CTS-CN-F2F-2019-11-15-1422
RAMC,31.04,3,0,27,CTS-CN-F2F-2019-11-15-321
RAMC,31.445,3,0,51,CTS-CN-F2F-2019-11-15-299
RAMC,30.844,3,2,27,CTS-CN-F2F-2019-11-15-1072
RAMC,32.0,3,2,22,CTS-CN-F2F-2019-11-15-629
RAMC,31.024,3,0,21,CTS-CN-F2F-2019-11-15-248
RAMC,31.245,3,6,16,CTS-CN-F2F-2019-11-15-310
RAMC,30.237,3,4,14,CTS-CN-F2F-2019-11-15-466
RAMC,31.017,3,4,24,CTS-CN-F2F-2019-11-15-814
RAMC,31.03,3,0,36,CTS-CN-F2F-2019-11-15-123
RAMC,31.28,3,1,44,CTS-CN-F2F-2019-11-15-1319
RAMC,32.021,3,2,36,CTS-CN-F2F-2019-11-15-868
RAMC,30.105,3,0,34,CTS-CN-F2F-2019-11-15-1468
RAMC,31.015,3,1,18,CTS-CN-F2F-2019-11-15-1246
RAMC,32.085,3,2,45,CTS-CN-F2F-2019-11-15-539
RAMC,28.875,3,0,49,CTS-CN-F2F-2019-11-15-9
RAMC,31.603,3,0,60,CTS-CN-F2F-2019-11-15-413
RAMC,30.538,3,0,35,CTS-CN-F2F-2019-11-15-73
RAMC,31.932,2,0,39,CTS-CN-F2F-2019-11-15-942
RAMC,32.211,3,2,37,CTS-CN-F2F-2019-11-15-530
RAMC,32.012,3,1,31,CTS-CN-F2F-2019-11-15-151
RAMC,30.33,3,1,42,CTS-CN-F2F-2019-11-15-180
RAMC,30.028,3,0,42,CTS-CN-F2F-2019-11-15-993
RAMC,31.148,3,0,39,CTS-CN-F2F-2019-11-15-1461
RAMC,30.131,3,0,23,CTS-CN-F2F-2019-11-15-1428
RAMC,31.259,3,1,18,CTS-CN-F2F-2019-11-15-1035
RAMC,30.408,3,3,21,CTS-CN-F2F-2019-11-15-579
RAMC,31.11,3,3,47,CTS-CN-F2F-2019-11-15-357
RAMC,31.967,2,0,47,CTS-CN-F2F-2019-11-15-882
RAMC,32.168,3,1,30,CTS-CN-F2F-2019-11-15-208
RAMC,32.111,3,0,28,CTS-CN-F2F-2019-11-15-1032
RAMC,32.136,3,3,18,CTS-CN-F2F-2019-11-15-1388
RAMC,32.024,3,2,34,CTS-CN-F2F-2019-11-15-667
RAMC,31.13,3,1,29,CTS-CN-F2F-2019-11-15-902
RAMC,31.027,3,0,30,CTS-CN-F2F-2019-11-15-1273
RAMC,31.035,3,2,23,CTS-CN-F2F-2019-11-15-1040
RAMC,30.545,3,0,30,CTS-CN-F2F-2019-11-15-1421
RAMC,30.47,3,2,28,CTS-CN-F2F-2019-11-15-322
RAMC,32.145,3,3,24,CTS-CN-F2F-2019-11-15-1426
RAMC,30.287,3,1,28,CTS-CN-F2F-2019-11-15-482
RAMC,30.77,3,1,54,CTS-CN-F2F-2019-11-15-1208
RAMC,30.275,3,1,32,CTS-CN-F2F-2019-11-15-201
RAMC,28.891,3,2,32,CTS-CN-F2F-2019-11-15-577
RAMC,31.25,3,1,37,CTS-CN-F2F-2019-11-15-388
RAMC,30.323,3,2,34,CTS-CN-F2F-2019-11-15-1274
RAMC,32.232,3,0,28,CTS-CN-F2F-2019-11-15-359
RAMC,31.014,3,1,18,CTS-CN-F2F-2019-11-15-348
RAMC,31.51,3,0,44,CTS-CN-F2F-2019-11-15-729
RAMC,31.111,3,8,24,CTS-CN-F2F-2019-11-15-671
RAMC,31.023,3,0,28,CTS-CN-F2F-2019-11-15-439
RAMC,31.066,3,0,38,CTS-CN-F2F-2019-11-15-100
RAMC,31.025,3,1,16,CTS-CN-F2F-2019-11-15-561
RAMC,31.496,3,1,29,CTS-CN-F2F-2019-11-15-333
RAMC,25.604,3,0,34,CTS-CN-F2F-2019-11-15-752
RAMC,31.246,3,1,41,CTS-CN-F2F-2019-11-15-1109
RAMC,30.402,3,0,25,CTS-CN-F2F-2019-11-15-88
RAMC,31.185,3,0,46,CTS-CN-F2F-2019-11-15-1346
RAMC,30.301,3,0,53,CTS-CN-F2F-2019-11-15-894
RAMC,32.004,3,0,30,CTS-CN-F2F-2019-11-15-720
RAMC,32.943,3,2,26,CTS-CN-F2F-2019-11-15-1334
RAMC,32.017,3,2,34,CTS-CN-F2F-2019-11-15-961
RAMC,15.459,3,1,12,CTS-CN-F2F-2019-11-11-390
RAMC,32.297,3,7,25,CTS-CN-F2F-2019-11-15-81
RAMC,30.7,3,0,41,CTS-CN-F2F-2019-11-15-514
RAMC,31.012,3,1,25,CTS-CN-F2F-2019-11-15-1089
RAMC,31.136,3,8,22,CTS-CN-F2F-2019-11-15-727
RAMC,30.59,3,2,18,CTS-CN-F2F-2019-11-15-842
RAMC,32.185,3,3,25,CTS-CN-F2F-2019-11-15-1333
RAMC,32.089,3,2,26,CTS-CN-F2F-2019-11-15-479
RAMC,30.835,3,2,34,CTS-CN-F2F-2019-11-15-1135
RAMC,31.443,3,1,20,CTS-CN-F2F-2019-11-15-65
RAMC,32.547,3,5,29,CTS-CN-F2F-2019-11-15-257
RAMC,31.358,3,4,15,CTS-CN-F2F-2019-11-15-1470
RAMC,30.04,3,2,22,CTS-CN-F2F-2019-11-15-402
RAMC,30.817,3,3,24,CTS-CN-F2F-2019-11-15-715
RAMC,31.188,3,6,26,CTS-CN-F2F-2019-11-15-374
RAMC,31.911,3,1,26,CTS-CN-F2F-2019-11-15-1477
RAMC,31.398,3,4,29,CTS-CN-F2F-2019-11-15-1132
RAMC,30.1,3,0,25,CTS-CN-F2F-2019-11-15-1286
RAMC,14.056,3,0,26,CTS-CN-F2F-2019-11-11-198
RAMC,31.423,3,0,42,CTS-CN-F2F-2019-11-15-1191
RAMC,30.038,3,2,23,CTS-CN-F2F-2019-11-15-926
RAMC,32.602,3,2,27,CTS-CN-F2F-2019-11-15-135
RAMC,31.051,3,7,22,CTS-CN-F2F-2019-11-15-1018
RAMC,32.165,3,0,23,CTS-CN-F2F-2019-11-15-767
RAMC,31.197,3,0,31,CTS-CN-F2F-2019-11-15-1405
RAMC,31.679,3,5,28,CTS-CN-F2F-2019-11-15-528
RAMC,30.17,3,0,27,CTS-CN-F2F-2019-11-15-477
RAMC,31.082,3,1,29,CTS-CN-F2F-2019-11-15-638
RAMC,31.362,3,0,29,CTS-CN-F2F-2019-11-15-1374
RAMC,31.431,3,0,33,CTS-CN-F2F-2019-11-15-288
RAMC,30.143,3,1,23,CTS-CN-F2F-2019-11-15-1063
RAMC,32.165,3,3,23,CTS-CN-F2F-2019-11-15-879
RAMC,30.075,3,0,28,CTS-CN-F2F-2019-11-15-1196
RAMC,30.461,3,8,24,CTS-CN-F2F-2019-11-15-17
RAMC,31.062,3,1,34,CTS-CN-F2F-2019-11-15-582
RAMC,31.075,3,2,31,CTS-CN-F2F-2019-11-15-553
RAMC,31.353,3,1,45,CTS-CN-F2F-2019-11-15-921
RAMC,32.229,3,2,27,CTS-CN-F2F-2019-11-15-1097
RAMC,30.185,3,1,32,CTS-CN-F2F-2019-11-15-324
RAMC,30.23,3,2,23,CTS-CN-F2F-2019-11-15-903
RAMC,30.966,3,0,30,CTS-CN-F2F-2019-11-15-1165
RAMC,32.339,3,0,30,CTS-CN-F2F-2019-11-15-793
RAMC,32.376,3,3,21,CTS-CN-F2F-2019-11-15-455
RAMC,30.988,3,0,26,CTS-CN-F2F-2019-11-15-484
RAMC,30.973,3,1,19,CTS-CN-F2F-2019-11-15-1452
RAMC,31.033,3,0,38,CTS-CN-F2F-2019-11-15-427
RAMC,32.012,3,4,27,CTS-CN-F2F-2019-11-15-884
RAMC,30.268,3,0,28,CTS-CN-F2F-2019-11-15-730
RAMC,31.034,3,1,33,CTS-CN-F2F-2019-11-15-162
RAMC,31.045,3,0,51,CTS-CN-F2F-2019-11-15-503
RAMC,31.087,3,0,40,CTS-CN-F2F-2019-11-15-1389
RAMC,30.34,3,9,22,CTS-CN-F2F-2019-11-15-272
RAMC,31.325,3,3,22,CTS-CN-F2F-2019-11-15-91
RAMC,30.217,3,1,32,CTS-CN-F2F-2019-11-15-165
RAMC,32.452,3,1,28,CTS-CN-F2F-2019-11-15-1110
RAMC,30.042,3,0,35,CTS-CN-F2F-2019-11-15-1323
RAMC,31.14,3,0,20,CTS-CN-F2F-2019-11-15-883
RAMC,30.055,3,1,45,CTS-CN-F2F-2019-11-15-356
RAMC,29.946,3,3,24,CTS-CN-F2F-2019-11-15-943
RAMC,31.785,3,2,39,CTS-CN-F2F-2019-11-15-531
RAMC,31.104,3,0,37,CTS-CN-F2F-2019-11-15-296
RAMC,30.14,3,0,23,CTS-CN-F2F-2019-11-15-150
RAMC,31.055,3,1,50,CTS-CN-F2F-2019-11-15-75
RAMC,32.095,3,0,30,CTS-CN-F2F-2019-11-15-247
RAMC,32.02,3,3,23,CTS-CN-F2F-2019-11-15-1001
RAMC,31.128,3,0,24,CTS-CN-F2F-2019-11-15-8
RAMC,31.553,3,0,24,CTS-CN-F2F-2019-11-15-860
RAMC,30.807,3,0,38,CTS-CN-F2F-2019-11-15-240
RAMC,32.393,3,1,28,CTS-CN-F2F-2019-11-15-995
RAMC,30.166,3,1,28,CTS-CN-F2F-2019-11-15-1469
RAMC,30.693,3,1,34,CTS-CN-F2F-2019-11-15-1247
RAMC,32.092,3,0,46,CTS-CN-F2F-2019-11-15-1415
RAMC,31.098,3,0,29,CTS-CN-F2F-2019-11-15-188
RAMC,32.78,3,1,28,CTS-CN-F2F-2019-11-15-1363
RAMC,30.937,3,1,35,CTS-CN-F2F-2019-11-15-1412
RAMC,31.434,3,4,38,CTS-CN-F2F-2019-11-15-298
RAMC,31.053,3,0,21,CTS-CN-F2F-2019-11-15-249
RAMC,31.128,3,3,37,CTS-CN-F2F-2019-11-15-311
RAMC,32.114,3,2,38,CTS-CN-F2F-2019-11-15-815
RAMC,31.154,3,3,23,CTS-CN-F2F-2019-11-15-476
RAMC,32.055,3,2,32,CTS-CN-F2F-2019-11-15-761
RAMC,30.655,3,1,28,CTS-CN-F2F-2019-11-15-1403
RAMC,31.137,3,0,34,CTS-CN-F2F-2019-11-15-1287
RAMC,32.05,3,0,33,CTS-CN-F2F-2019-11-15-803
RAMC,30.131,3,3,21,CTS-CN-F2F-2019-11-15-871
RAMC,30.385,3,0,31,CTS-CN-F2F-2019-11-15-714
RAMC,31.502,3,0,45,CTS-CN-F2F-2019-11-15-1258
RAMC,32.251,3,2,28,CTS-CN-F2F-2019-11-15-1017
RAMC,30.222,3,0,21,CTS-CN-F2F-2019-11-15-1133
RAMC,31.228,3,0,41,CTS-CN-F2F-2019-11-15-955
RAMC,30.675,3,0,22,CTS-CN-F2F-2019-11-15-520
RAMC,25.166,3,1,28,CTS-CN-F2F-2019-11-15-713
RAMC,31.182,3,6,21,CTS-CN-F2F-2019-11-15-372
RAMC,31.957,3,3,20,CTS-CN-F2F-2019-11-15-1059
RAMC,14.997,3,0,16,CTS-CN-F2F-2019-11-11-431
RAMC,30.087,3,0,29,CTS-CN-F2F-2019-11-15-602
RAMC,31.129,3,2,33,CTS-CN-F2F-2019-11-15-843
RAMC,32.084,3,5,28,CTS-CN-F2F-2019-11-15-436
RAMC,30.978,3,0,27,CTS-CN-F2F-2019-11-15-844
RAMC,32.428,3,2,28,CTS-CN-F2F-2019-11-15-264
RAMC,31.443,3,6,14,CTS-CN-F2F-2019-11-15-56
RAMC,31.044,3,5,30,CTS-CN-F2F-2019-11-04-387
RAMC,32.072,3,1,28,CTS-CN-F2F-2019-11-15-101
RAMC,31.274,3,0,30,CTS-CN-F2F-2019-11-15-782
RAMC,30.103,3,1,16,CTS-CN-F2F-2019-11-15-836
RAMC,31.594,3,0,55,CTS-CN-F2F-2019-11-15-1347
RAMC,30.051,3,2,23,CTS-CN-F2F-2019-11-15-443
